,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,alternance,nombrePostes,accessibleTH,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.commune,entreprise.nom,entreprise.description,entreprise.entrepriseAdaptee,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,salaire.commentaire,competences,dureeTravailLibelle,dureeTravailLibelleConverti,offresManqueCandidats,lieuTravail.codePostal,entreprise.url,salaire.libelle,contact.nom,contact.coordonnees1,contact.courriel,permis,salaire.complement1,contact.urlPostulation,entreprise.logo,complementExercice,deplacementCode,deplacementLibelle,qualitesProfessionnelles,salaire.complement2,formations,langues,experienceCommentaire,contact.coordonnees2,contact.coordonnees3,agence.courriel,contact.commentaire
53,9084514,"Data Analyst F/H - Système, réseaux, données (H/F)","Descriptif du poste:

Le poste proposé :
* Traitement de données (modélisation, intégration...)
* Restitutions écrites sous forme de documents de synthèses
* Réalisation de rapports/documents/tableaux de bord
* Conception et évolution de modèles décisionnels
* Conception et développement d'alimentation des modèles via ETL
* Conception et développement des reporting associés sur PowerBi

Profil recherché:

Le profil recherché :
* Maîtriser un ETL du marché (SSIS, Talend, Informatica...)
* Connaître un outil de visualisation de données (Power BI, Tableau, SSRS...)
* Connaître un langage de programmation (SQL, Python, R...)
* Expérience d'au moins 2 ans sur un poste similaire ",2022-02-10T13:47:37.000Z,2022-02-11T20:35:30.000Z,M1805,Études et développement informatique,Analyste réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),False,1,False,69 - LYON 02,45.758,4.835,69382,SHAPE IT,"\n[shape it] est une société de conseil en IT, une ESN qui se veut résolument différente. Promis, c'est possible: il suffit de raisonner en fonction de notre impact environnemental. Une boussole unique, sans compromis.\n[shape it], c'est un ADN simple: 5 engagements clés pour l'environnement inscrits dans les statuts de la société. Comme ça, c'est clair et défini.\nPour commencer, nous, on pense à Vous et à notre empreinte sur l'environnement. Evaluer, Réduire, Compenser notre e... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9084514,"[{'nom': 'APEC', 'url': 'https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/167616611W?xtor=AL-406', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/apec80.png'}]",9,Cadre,62,Programmation informatique,34 - 40 k€ brut annuel,,,,,,,,,,,,,,,,,,,,,,,,,,
54,9079729,"Data Analyst Marketing F/H - Système, réseaux, données (H/F)","Descriptif du poste:

Le cabinet KARPOS recrute pour l'un de ses clients, entreprise reconnue et leader mondial dans son secteur d'activité. Vous rejoignez un environnement multimarque passionné par l'innovation et réputé auprès du grand public. 
Nous recherchons un(e) Data Analyst Media & CRM pour rejoindre la filiale française, à ce titre vous aurez comme rôle principal d'optimiser le ROI des campagnes media, que ce soit en environnement distributeur ou pas, et d'améliorer les stratégies media; e-activation et CRM. 
Vos missions s'articulent autour de trois axes principaux :
Tableaux de suivi/Dashboard :
* Vous centralisez les données externes en vous appuyant sur les outils du Groupe afin de suivre la performance des campagnes, et mesurer le niveau de contribution de chaque touchpoint pour optimiser en continu le mix des campagnes.
* Vous définissez, créez et mettez à jour des tableaux de suivi à partir des données disponibles à destination des équipes e-activation, media digital et CRM
* Vous veillez à l'amélioration continue des différents suivis des leviers de la performance online
* Vous avez en charge la réalisation des nouveaux suivis/solutions/analyses pour optimiser le pilotage de la performance online des campagnes media et CRM
Analyses ad hoc :
* En collaboration étroite avec les équipes e-activation, media digital, et CRM, vous analysez et co-construisez des plans d'actions répondant à des enjeux business et marketing (segmentation d'audience, analyses comportementales)
Accompagnement et formation :
* Vous êtes le (la) référent sur les outils de pilotage du CRM et du media digital, et à ce titre, vous êtes garant du bon fonctionnement des plateformes,
* Vous êtes l'interlocuteur(ice) privilégié de nos agences et des services IT internes - Vous avez un rôle de Key User sur un/plusieurs outils : en tant qu'expert, vous accompagnez les équipes dans l'utilisation de l'outil pour en faciliter l'exploitation et faire monter en compétence les utilisateurs,
* Vous assurez l'autonomisation des équipes e-activation, media digital et CRM sur les principaux outils analytiques pour suivre la performance du groupe.
* Vous avez un rôle de veille sur les outils existants et nouveaux sur l'environnement media/CRM qui permettraient une meilleure captation/utilisation de la data de ces leviers.

Profil recherché:

De formation Bac+5 en Marketing et/ou Statistiques, vous avez une expérience réussie de 3 ans minimum sur un poste similaire au sein d'équipes marketing/service études. Vous avez une bonne connaissance des solutions de visualisation de données (QlikSense) et vous savez traiter la donnée à travers un modèle relationnel. La maîtrise du langage SQL est un plus. Vous avez de solides connaissances dans le recueil de données, idéalement dans un écosystème varié. Vous êtes à l'aise avec les outils informatiques. Vous faites preuve d'organisation, de rigueur, d'esprit de synthèse et d'une bonne capacité à prioriser (les projets et le temps alloué à chaque mission). Votre réactivité, prise d'initiative et force de proposition vous permettront de mener à bien les missions confiées. Vos qualités relationnelles, votre flexibilité et votre capacité d'adaptation vous permettront de dialoguer positivement en interne avec l'ensemble des services concernés. Votre anglais est courant. ",2022-02-10T13:02:20.000Z,2022-02-11T20:35:30.000Z,M1805,Études et développement informatique,Analyste réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69 - TASSIN LA DEMI LUNE,45.761251,4.756769,69244,KARPOS,"\nKARPOS est un cabinet de conseil, recrutement et formation qui intervient dans toute la France.\n\nNos collaborateurs sont consultant(e)s ou chargé(e)s de recrutement. Issu(e)s de formation technique, commerciale ou en ressources humaines, ils portent l'humain au cœur de leurs préoccupations et sont convaincus que chacun(e) a une place, un talent propre à faire grandir.\n\nC'est donc naturellement que nos équipes se mettent au service de nos clients et de nos candidats dans un rapport... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9079729,"[{'nom': 'APEC', 'url': 'https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/167608682W?xtor=AL-406', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/apec80.png'}]",9,Cadre,70,Conseil pour les affaires et autres conseils de gestion,40 - 50 k€ brut annuel,,,,,,,,,,,,,,,,,,,,,,,,,,
55,9065183,DATA ANALYSTE MÉTIER (H/F),"Recherche: DATA ANALYSTE MÉTIER (H/F)
Dans le cadre d'un projet stratégique de transformation de l'entreprise, APAVE a lancé un projet visant à fournir aux directeurs, managers et collaborateurs des moyens de suivi et de pilotage de l'activité (reporting / dashboard / dataviz). Les grands axes du projet sont :
? harmoniser les processus de pilotage et déployer les bonnes pratiques
? outiller les managers et collaborateurs de moyens de suivi et de pilotage de leurs activités (ex : reporting / dashboard / dataviz) sur un spectre large de fonctions de l'entreprise (production, commerce, qualité, Finance / contrôle de gestion, RH,...)
? accompagner les utilisateurs dans la prise en main, l'adoption de ces nouveaux outils et la bonne application des bonnes pratiques
# Vos missions :
Vous serez responsable de la mise en place d'un certain nombre d'analyses métiers / outils analytics et serez amené à coordonner les travaux de data analystes juniors.
Vos missions seront, en tant que... ",2022-02-10T08:57:27.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,69 - LYON 01,45.758,4.835,69381,, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9065183,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/apave-3640/data-analyste-metier-42139691?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,127VKHH,Responsable Conseil Data Management (F/H)    (H/F),"L'agence de Lyon recherche son responsable d'offres Conseil Data Management.
Pour relever ce défi, vos missions seront les suivantes :

 En tant que Consultant Confirmé / Sénior :
- Conseiller en autonomie vos clients dans le cadrage de leurs sujets data, de l'identification des enjeux à la construction de leur feuille de route.
- Accompagner vos clients dans la mise en œuvre de leurs chantiers data

En tant que Référent Data Management au sein de l'agence de Lyon :
- Porter le développement des offres Data Management sur le territoire Lyonnais en cohérence avec la stratégie Thélio.
- Contribuer significativement à l'activité commerciale et aux avant-ventes sur le périmètre data management.


Vous avez a minima 5 ans d'expérience au sein d'un cabinet de conseil.
Vous savez concilier analyse des enjeux business de vos clients et compréhension des problématiques techniques 
Organisé, autonome, et toujours force de proposition, vous savez aussi bien vous appuyer sur vos expériences de chef de projet que sur vos qualités relationnelles pour mener à bien vos missions.
Curieux, doté d'un esprit analytique, méthodique, rigoureux et pragmatique, vous mettez ces qualités à profit pour produire des livrables de qualité et percutants, adaptés au au contexte de vos clients.",2022-02-09T11:37:13.000Z,2022-02-25T09:33:09.000Z,M1402,Conseil en organisation et management d'entreprise,Consultant / Consultante en organisation et management,CDI,Contrat à durée indéterminée,Contrat travail,E,5 ans,False,1,False,69 - LYON 02,45.758,4.835,69382,THELIO,"Experts de la data, nous accompagnons  les directions générales et direction métiers de l'entreprise dans la structuration, le pilotage et la valorisation économique de leurs données. Thélio intervient sur toute la chaîne de valeur de la donnée : 
- Stratégie & Gouvernance Data
- Data Visualisation
- Modern Data Platform
- Intégration Data
- Master Data Management
- Qualité & Conformité de la donnée",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/127VKHH,,9,Cadre,62,Conseil en systèmes et logiciels informatiques,,"[{'code': '109642', 'libelle': 'Concevoir des indicateurs', 'exigence': 'S'}, {'code': '117158', 'libelle': 'Définir les modalités de mise en oeuvre des solutions retenues', 'exigence': 'S'}, {'code': '118637', 'libelle': 'Analyser les besoins du client', 'exigence': 'S'}, {'code': '121287', 'libelle': ""Définir les objectifs et le cadre de l'intervention"", 'exigence': 'S'}, {'code': '123969', 'libelle': ""Préconiser des améliorations en matière d'organisation, de gestion, de procédures"", 'exigence': 'S'}]",38H30 Horaires normaux,Temps plein,True,69002,http://www.thelio.fr,"Annuel de 50000,00 Euros à 80000,00 Euros sur 12 mois",THELIO - Mme Stéphanie Corsan,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127VKHH","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127VKHH",,,,,,2,Ponctuels Régional,"[{'libelle': 'Autonomie', 'description': 'Capacité à prendre en charge son activité sans devoir être encadré de façon continue. Exemple : travailler efficacement sans responsable'}, {'libelle': 'Capacité de décision', 'description': 'Capacité à faire des choix pour agir, à prendre en charge son activité et à rendre compte, sans devoir être encadré de façon continue. Exemple : savoir faire des choix'}, {'libelle': ""Sens de l'organisation"", 'description': 'Capacité à planifier, à prioriser, à anticiper des actions en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser. Exemple : planifier, ordonner ses actions par priorité'}]",,"[{'niveauLibelle': 'Bac+5 et plus ou équivalents', 'exigence': 'S'}]",,,,,,
57,127VJVB,Data Engineer      (H/F),"Rejoignez une équipe pleine d'énergie dans un cadre mêlant bienveillance, passion et agilité.

Selon vos expériences, votre mission sera de :
- Définir les architectures data de nos clients : challenger l'existant et proposer de nouvelles solutions
- Effectuer des analyses fonctionnelles, rédiger les spécifications, retranscrire les besoins métiers en solutions techniques
- Concevoir et développer des pipelines de données
- Garantir la sécurité et l'intégrité des données
- Encadrer vos collègues dans le respect de la charge et du planning projet et transmettre votre expertise
- Être garant des solutions techniques mises en œuvre
- Être force de proposition sur les projets de la conception à la mise en production

Vous serez également amené à intervenir sur les sujets tels que : participation aux avant-ventes, mise en place de POC, accompagnement à la gestion de projet, missions de conseil et d'audit, d'expertise technique et d'optimisation auprès de clients.",2022-02-09T11:31:23.000Z,2022-02-27T14:33:48.000Z,M1805,Études et développement informatique,Développeur / Développeuse Big Data,CDI,Contrat à durée indéterminée,Contrat travail,E,3 ans,False,1,False,69 - LYON 02,45.758,4.835,69382,THELIO,"Experts de la data, nous accompagnons  les directions générales et direction métiers de l'entreprise dans la structuration, le pilotage et la valorisation économique de leurs données. Thélio intervient sur toute la chaîne de valeur de la donnée : 
- Stratégie & Gouvernance Data
- Data Visualisation
- Modern Data Platform
- Intégration Data
- Master Data Management
- Qualité & Conformité de la donnée",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/127VJVB,,9,Cadre,62,Conseil en systèmes et logiciels informatiques,,"[{'code': '109846', 'libelle': 'Concevoir et développer les programmes et applications informatiques', 'exigence': 'S'}, {'code': '117309', 'libelle': 'Établir un cahier des charges', 'exigence': 'S'}, {'code': '121055', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'S'}, {'code': '121398', 'libelle': 'Analyser des problèmes techniques', 'exigence': 'S'}, {'code': '124517', 'libelle': 'Rédiger une Spécification Technique de Besoin (STB)', 'exigence': 'S'}]",38H30 Horaires normaux,Temps plein,True,69002,http://www.thelio.fr,"Annuel de 30000,00 Euros à 50000,00 Euros sur 12 mois",THELIO - M. Julien CORDIER,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127VJVB","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127VJVB",,,,,,,,"[{'libelle': 'Force de proposition', 'description': 'Capacité à être proactif, à initier, à imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou pour améliorer une situation. Exemple : proposer des améliorations, être positif et constructif'}, {'libelle': 'Autonomie', 'description': 'Capacité à prendre en charge son activité sans devoir être encadré de façon continue. Exemple : travailler efficacement sans responsable'}, {'libelle': 'Capacité de décision', 'description': 'Capacité à faire des choix pour agir, à prendre en charge son activité et à rendre compte, sans devoir être encadré de façon continue. Exemple : savoir faire des choix'}]",,"[{'niveauLibelle': 'Bac+5 et plus ou équivalents', 'exigence': 'S'}]",,,,,,
58,127VJLH,Consultant Data et BI       (H/F),"Selon vos expériences, vous êtes autonome a minima sur 3 typologies de missions décrites ci-dessous :

- Analyser et définir les architectures data de nos clients
- Effectuer des analyses fonctionnelles et rédiger les spécifications
- Concevoir et développer des flux d'alimentation de plateformes Data
- Mettre en place les reporting et Dashboard
- Être garant des solutions techniques mises en ?uvre
- Être force de proposition sur les projets de la conception à la mise en production
- Encadrer vos collègues et piloter les projets Data 

Maîtriser une ou plusieurs technologies suivantes :

- Modern Data Plateform : AZURE, GCP, AWS
- Suite BI Microsoft (SSIS, SSAS, SSRS), Azure Data Factory, Azure Databricks
- Talend (Data Integration, Data Quality, Big Data, Master Data Management, ESB)
- Stockage : SQL Server, Oracle, Azure Datalake, Google Big Query, Snowflake
- Dataviz : Power BI, Qlik, Tableau Software

Et être aguerri(e) à la maitrise du SQL",2022-02-09T11:27:05.000Z,2022-02-11T20:35:30.000Z,M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,Consultant / Consultante décisionnel - Business Intelligence,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69 - LYON 02,45.758,4.835,69382,THELIO,"Experts de la data, nous accompagnons  les directions générales et direction métiers de l'entreprise dans la structuration, le pilotage et la valorisation économique de leurs données. Thélio intervient sur toute la chaîne de valeur de la donnée : 
- Stratégie & Gouvernance Data
- Data Visualisation
- Modern Data Platform
- Intégration Data
- Master Data Management
- Qualité & Conformité de la donnée",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/127VJLH,,9,Cadre,62,Conseil en systèmes et logiciels informatiques,,"[{'code': '104418', 'libelle': ""Méthodes d'analyse (systémique, fonctionnelle, de risques, ...)"", 'exigence': 'S'}, {'code': '113547', 'libelle': ""Définir la faisabilité et la rentabilité d'un projet"", 'exigence': 'S'}, {'code': '120324', 'libelle': 'Définir des solutions fonctionnelles', 'exigence': 'S'}, {'code': '120325', 'libelle': ""Présenter les évolutions du système d'information au commanditaire"", 'exigence': 'S'}, {'code': '120326', 'libelle': 'Recenser les besoins du commanditaire', 'exigence': 'S'}, {'code': '120327', 'libelle': 'Analyser les processus métier', 'exigence': 'S'}, {'code': '123679', 'libelle': 'Mettre en oeuvre des préconisations fonctionnelles et techniques', 'exigence': 'S'}]",38H30 Horaires normaux,Temps plein,False,69002,http://www.thelio.fr,"Annuel de 30000,00 Euros à 50000,00 Euros sur 12 mois",THELIO - M. Julien CORDIER,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127VJLH","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127VJLH",,,,,,,,"[{'libelle': 'Autonomie', 'description': 'Capacité à prendre en charge son activité sans devoir être encadré de façon continue. Exemple : travailler efficacement sans responsable'}, {'libelle': 'Capacité de décision', 'description': 'Capacité à faire des choix pour agir, à prendre en charge son activité et à rendre compte, sans devoir être encadré de façon continue. Exemple : savoir faire des choix'}, {'libelle': ""Sens de l'organisation"", 'description': 'Capacité à planifier, à prioriser, à anticiper des actions en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser. Exemple : planifier, ordonner ses actions par priorité'}]",,"[{'niveauLibelle': 'Bac+5 et plus ou équivalents', 'exigence': 'S'}]",,,,,,
59,9025118,Ingénieur IA-ML Data H/F GRENOBLE,"Embarque avec nous et nos clients vers un IT plus intelligent !
Le Pôle d'Expertise Régional de Capgemini est capable de te proposer une carrière d'excellence et à long terme. Nos expertises : développement web et mobile, Data & IA, réalité augmentée/réalité virtuelle et l'ERP.
Nos équipes Data s'appuient sur l'excellence technologique, la gestion des données, et le Machine Learning pour aider les entreprises à appliquer le pouvoir de l'intelligence artificielle au monde réel. En gérant les cycles de vie des applications et des modèles, l'ingénieur IA ML connecte de manière fiable et durable les capacités de l'intelligence artificielle aux outils de nos clients. Il est l'allié indispensable du Datascientist.
Être Ingénieur IA ML Data chez Capgemini PER Grenoble, c'est :
- Accompagner le Datascientist pour passer d'un modèle de laboratoire à une application utilisable en production en mettant en œuvre des processus et des outils de validation et d'industrialisation (gestion de métriques, CICD, AI/MLOPS).
- Comprendre la problématique ML initiale, challenger les solutions proposées et aider à la consolidation du service métier final.
- Concevoir, avec l'architecte, la pile technologique cible et son mode de fonctionnement. Connecter au mieux l'application métier aux modèles / datas.
- Faire le lien entre le Datascientist et les nouvelles datas, pour permettre la mise à jour des bases de validation et d'entrainement ainsi que la constitution de nouveaux Datasets.
Et après ? : nos Ingénieurs IA ML Data évoluent en élargissant leur expertise coté IA (NLP Vision.) et aussi coté ingénierie (Microservices / Cloud .). D'autres, intéressés par la relation client et pilotage des projets, deviennent chef de projet sur des sujets data ou encore architecte fonctionnel pour exercer le rôle de Business Analyst.
Vous êtes.
- Diplômé en informatique et vous justifiez d'une première sur les métiers de la Data.
- Vous aimez faire bouger les choses, et êtes toujours partant pour améliorer une situation donnée en proposant des solutions à valeur ajoutée.
- Vous êtes à l'aise en anglais pour participer à une réunion en full english !
Qui ? Capgemini Grenoble, des collaborateurs qui partageant les mêmes valeurs que sont le respect, le plaisir de travailler ensemble, l'honnêteté et surtout la liberté d'innover. Nous accompagnons nos clients dans leur transition numérique et mettons en place les solutions adaptées aux enjeux de demain.
CAPGEMINI, entreprise handi accueillante, conformément à la norme AFNOR NF X50-783, est également signataire de la charte de la diversité en entreprise. ",2022-02-09T20:57:19.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Analyste en intelligence économique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,38 - GRENOBLE,45.182081,5.7243,38185,, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9025118,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/47d726bd5c5ada815cc5dffd8baafde6', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",9,Cadre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,127RKXF,Data analyst (H/F),"VOTRE CHALLENGE !
Rattaché(e) au Chef de projets transformation numérique, vos missions principales seront notamment de prendre part à la définition et à la mise en œuvre du chantier de datavisualisation/reporting, l'amélioration des outils et des méthodes de travail, pour les équipes Etudes et Statistiques.
Vous participerez également à la diffusion des savoir-faire sur les outils de data analyse et de data visualisation (Power Bi, Tableau).
Vous serez notamment amené à créer des dashboards, et à être un référent technique pour les équipes sur l'utilisation du logiciel Power BI notamment. 

QUI ETES-VOUS !
Issu(e) d'une d'une formation type master ou ingénierie SIAD ou d'une formation supérieure en statistiques, vous avez une très bonne maitrise du logiciel Power BI et du langage DAX (la maitrise de Python et Tableau est un plus). Grâce à votre expérience, vous saurez prendre des initiatives et vous adapter aux demandes de vos clients internes.
Rigoureux(se) et curieux(se) vous aimez partager vos connaissances et êtes capable de documenter votre travail pour transmettre vos projets. Vous savez travailler en équipe et avez un bon sens relationnel.
As we are an international company, you have to be able to understand, speak and write in English.
",2022-02-07T14:44:29.000Z,2022-02-28T10:04:01.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69 - LYON 03,45.758,4.835,69383,APlusA,"Fondée il y a plus de 30 ans, AplusA est l'un des leaders mondiaux des études de marché Santé. Au fil des ans, nous avons développé une très bonne connaissance des études de marché techniques et innovantes dans la plupart des domaines thérapeutiques.

Avec 140 collaborateurs répartis dans nos bureaux à Lyon, Paris, Londres, Munich, Bucarest et New York, nos équipes réalisent plus de 500 études par an. 

Alors rejoignez l'aventure !",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/127RKXF,,8,Agent de maîtrise,73,Études de marché et sondages,,,37H Horaires normaux,Temps plein,False,69003,http://www.aplusaresearch.com,"Annuel de 30000,00 Euros à 32000,00 Euros sur 12 mois",APlusA - Mme Sophie BENES,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127RKXF","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127RKXF",,,,https://entreprise.pole-emploi.fr/static/img/logos/HiEjfu6djxYz4ZRlCJKd6nwjZwi6crlI.png,,,,"[{'libelle': ""Capacité d'adaptation"", 'description': ""Capacité à s'adapter à des situations variées et à s'ajuster à des organisations, des collectifs de travail, des habitudes et des valeurs propres à l'entreprise. Exemple : être souple, agile, s'adapter à une situation imprévue""}, {'libelle': 'Curiosité', 'description': ""Capacité à aller chercher au-delà de ce qui est donné à voir, à s'ouvrir sur la nouveauté et à investiguer pour comprendre et agir de façon appropriée. Exemple : avoir l'envie d'apprendre""}, {'libelle': 'Rigueur', 'description': ""Capacité à respecter les règles et codes de l'entreprise, à réaliser des tâches en suivant avec précision les procédures et instructions fournies , à transmettre des informations avec exactitude. Exemple : être ponctuel, respecter les engagements, résister à la distraction""}]",,,,,,,,
61,8985961,Business data analyst (H/F),"Description du poste

Business data analyst (H/F)

 

Adsearch recrute pour son client, acteur majeur de la distribution spécialisée, un profil data en CDI :

Votre mission sera de mettre à disposition des décideurs business la donnée permettant une aide à la décision et un pilotage efficace de la croissance e-Retail :

 

Les missions :

 * Définition du besoin fonctionnel
 * Collecter et stocker les données analytic, mise en place, évolution et alimentation des bases de données via les flux API
 * Réaliser le Scripting et la mise en place de process via la solution interne API Generator.
 * Servir et restituer les données vers des dashboard power BI

 

Votre profil :

 * Formation bac+2/3
 * Maitrise des outils/langages Script, JavaScript, MySQL et Power Bi
 * Connaissance de Java, des APIS Google, Google Big Query, Apps Script et Mongo DB
 * Anglais courant

 

Le poste :

 * CDI à pourvoir dès que possible
 * Rémunération selon profil (35-40k€)
 * Environnement de travail agréable, esprit start up ",2022-02-07T21:08:40.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,69,45.758,4.835,69123,, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8985961,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/d1c5dc24d176eb02ec74cd47a4a2a3f5', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",6,Employé qualifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,8945058,"INGENIEUR DATA SCIENTIST F/H - Système, réseaux, données (H/F)","Descriptif du poste:

Ingénieur(e) Machine Learning Recherche et Développement, rattaché(e) au directeur de projets et en collaboration avec nos chefs de projets :
Vous participez aux développements d'applications et de produits pour nos clients dans des domaines variés : l'industrie, la santé, l'énergie, la défense, l'automobile, la logistique, etc.
Vous devez pour cela mettre en œuvre des capacités d'analyse des problématiques clients (cadrage, définition des cibles, conception) ainsi que des capacités de développement : préparation de données, modélisation algorithmique et développement de modèles de Machine Learning, déploiement.
Vous abordez ces développements avec une approche orientée projet en attachant une attention particulière à la qualité de votre travail, la robustesse du code développé, l'utilisation de bonnes pratiques de développement, et le respect des délais.

Profil recherché:

Qualifications
Ingénieur, Master, ou Docteur  en Sciences Physiques, Mathématiques, Mathématiques appliquées, Informatique ou Informatique scientifique
Expérience en Machine Learning et développement informatique (préférentiellement langage python)
Français courant
Compétences requises
·        Techniques :
Maitrise du langage de programmation Python
Bonnes connaissances d'outils d'analyse des données et de Machine Learning : numpy, pandas, sklearn, xgboost
Maitrise d'outils de visualisation de données : matplotlib, dash
Utilisation d'outils de gestion de code (git) et d'environnement de développement (Docker)
·        Fonctionnelles :
Capacité de cadrage et définition des problématiques techniques : transcription d'un problème « métier » en une cible technique, conception d'une solution algorithmique
Qualité de communication à l'écrit et à l'oral et capacités rédactionnelles
Compétences appréciées
La maitrise d'une ou plusieurs des compétences présentées ci-dessous sera un plus pour la prise de poste
Deep Learning : framework Torch, Keras ou autre, connaissance NLP, Vision (OpenCV)
Sciences informatiques et Développement : Docker, Bases de données, CI/CD (gitlab-ci, jenkins), notions de développement front/back et de déploiement
Big data : framework Hadoop, Spark.
Cloud : instanciation d'application sur une plateforme cloud
Utilisation d'autres langages de programmation : C/C++, Java, Scala
Qualités requises
Vous êtes autonome, curieux(se) et rigoureux(se)
Vous aimez travailler en équipe
 Vous avez une bonne communication orale et écrite ",2022-02-07T05:04:27.000Z,2022-02-28T05:10:03.000Z,M1802,Expertise et support en systèmes d'information,Ingénieur / Ingénieure système réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),False,1,False,38 - MONTBONNOT ST MARTIN,45.225419,5.80876,38249,PROBAYES,"\nSpin-off de l'INRIA et du CNRS et fort de 18 ans d'expérience, Probayes est aujourd'hui l'un des leaders Français en Intelligence Artificielle. Ainsi, 60 spécialistes Data/IA accompagnent les plus grands groupes et les PME pour accélérer leur transformation et développer des solutions IA à forte valeur ajoutées et ainsi répondre à leurs enjeux stratégiques et opérationnels les plus importants.\nAvec un savoir-faire central en machine learning et en optimisation, ainsi qu'une  ... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8945058,"[{'nom': 'APEC', 'url': 'https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/167592109W?xtor=AL-406', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/apec80.png'}]",9,Cadre,62,Conseil en systèmes et logiciels informatiques,A négocier,,,,,,,,,,,,,,,,,,,,,,,,,,
