,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,alternance,nombrePostes,accessibleTH,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.commune,entreprise.description,entreprise.entrepriseAdaptee,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,secteurActivite,secteurActiviteLibelle,entreprise.nom,salaire.libelle,permis,qualificationCode,qualificationLibelle,salaire.commentaire,dureeTravailLibelle,dureeTravailLibelleConverti,competences,qualitesProfessionnelles,offresManqueCandidats,lieuTravail.codePostal,entreprise.logo,entreprise.url,contact.nom,contact.coordonnees1,contact.courriel,formations,langues,contact.urlPostulation,salaire.complement1,salaire.complement2
19,9664478,Data analyst (H/F),"Mettre en œuvre des traitements informatiques de collecte, de stockage et de transformation des donnéesMettre en œuvre des contrôles techniques de qualité des données et de sécurisation de l'accès aux donnéesÊtre garant(e) de la chaîne de production des données et de son bon déroulement, de l'extraction des données à la visualisationSurveiller les flux afin de garantir la cohérence, l'intégrité et la disponibilité des donnéesRéaliser les traitements de données exprimés par les métiers ou les autres membres de la DSI.BAC+5 de type Ecole d'Ingénieur ou Universitaire, couplé à une 1ère expérience professionnelle sur un poste similaire. Maîtrise du système d'exploitation Linux, du langage de requête SQL et du langage de programmation Python et/ou Java.Connaissance dans les ETL (Talend serait un plus).Appétence pour la réalisation d'interfaces de visualisation de données en JavaScript/HTML/CSS serait différenciant.Capacité d'analyse.Organisé(e), rigoureux(se), vous avez le sens des priorités et faites preuve de réactivité.Doté(e) d'un solide esprit d'équipe, vous êtes reconnu(e) pour la qualité de votre travail et votre sens du service.Adaptabilité et Flexibilité. ",2022-02-23T04:03:26.000Z,2022-02-23T04:03:26.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,64 - AICIRITS CAMOU SUHAST,43.354195,-1.01397,64010,"La Data n'a pas de secret pour vous ?Le Cabinet Manpower Conseil Recrutement recherche un DATA ENGINEER H/F pour renforcer les équipes SI du Groupe Coopératif LUR BERRI basé à Aïcirits au Pays Basque.Au sein du pôle « Projet, Innovation et Digital », vous serez responsabilisé(e) sur l'administration et la maintenance Data Groupe, la mise en place et l'analyse des pipelines de données (ingestion, stockage, transformation) et mise en place de solutions de visualisation. ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9664478,"[{'nom': 'MANPOWER', 'url': 'http://www.manpower.fr/emplois/voirOffre?idOffre=1100532196&partenaire=PoleEmploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/manpower80.png'}]",,,,,,,,,,,,,,,,,,,,,,,,
20,128NXTP,Développeur / Développeuse Big Data,"GESER BEST BORDEAUX, recherche pour ses projets un/une développeur Big DATA (H/F)
(Lieu : Métropole Bordelaise)
Objectifs de la mission et tâches :

-	Analyser les données de l'entreprise
-	Classer les informations et les données recueillies selon les besoins
-	Analyser et prioriser les informations recueillies en fonction des besoins émis par l'entreprise
-	Rédiger des rapports suite à l'analyse des données de l'entreprise 
-	Gérer l'architecture big data de la structure
-	Implémenter des algorithmes
-	Assurer une veille technologique
-	Développer et coder des logiciels d'extraction de données
De formation technique supérieure Bac+3 / Bac +5 en informatique, vous justifiez d'une expérience d'au moins 2 ans en tant que Développeur Big Data
Connaissances attendues : 
Vous êtes à l'écoute et possédez un bon esprit d'équipe, le sens de la rigueur et de l'analyse.

Salaire : à négocier suivant votre expérience professionnelle
",2022-02-22T16:41:45.000Z,2022-02-23T10:04:47.000Z,M1805,Études et développement informatique,Développeur / Développeuse Big Data,CDI,Contrat à durée indéterminée,Contrat travail,E,2 ans,False,1,False,33 - MERIGNAC,44.83337,-0.674682,33281,"La mission de Geser-Best est d'accompagner la stratégie de développement de ses clients : grands comptes, sociétés de services et industriels dans la gestion de leurs projets en apportant à chacun d'entre eux un dispositif sur mesure leur permettant d'atteindre leurs objectifs :
- Proximité géographique.
- Souplesse du mode d'accompagnement.
- Excellence des consultants sur le métier client
",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128NXTP,,71,"Ingénierie, études techniques",SOCIETE GESER BEST,"Annuel de 33000,00 Euros à 42000,00 Euros sur 12 mois",,8,Agent de maîtrise,,38H50 Horaires normaux,Temps plein,"[{'code': '109846', 'libelle': 'Concevoir et développer les programmes et applications informatiques', 'exigence': 'S'}, {'code': '117309', 'libelle': 'Établir un cahier des charges', 'exigence': 'S'}, {'code': '121055', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'S'}, {'code': '121398', 'libelle': 'Analyser des problèmes techniques', 'exigence': 'S'}, {'code': '124517', 'libelle': 'Rédiger une Spécification Technique de Besoin (STB)', 'exigence': 'S'}]","[{'libelle': 'Travail en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise en confiance et en transparence pour réaliser les objectifs fixés. Exemple : aider ses collègues, savoir demander de l'aide""}, {'libelle': ""Sens de l'organisation"", 'description': 'Capacité à planifier, à prioriser, à anticiper des actions en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser. Exemple : planifier, ordonner ses actions par priorité'}, {'libelle': 'Rigueur', 'description': ""Capacité à respecter les règles et codes de l'entreprise, à réaliser des tâches en suivant avec précision les procédures et instructions fournies , à transmettre des informations avec exactitude. Exemple : être ponctuel, respecter les engagements, résister à la distraction""}]",False,33700,https://entreprise.pole-emploi.fr/static/img/logos/u4nfgOHwnZ3teMRxd1etMlwi4DuXdYDO.png,http://www.geser-best.com,SOCIETE GESER BEST - Mme Claire BLANCHARD,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128NXTP","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128NXTP",,,,,
21,9584558,Data Scientist / Observabilit (IT) (H/F),"Chers consultants,
Nous recherchons actuellement, pour un client du secteur de l'assurance basé à Niort, un Data scientist expert sur un outil APM (Dynatrace idéalement).
Pré requis :
- Expertise sur un outil APM (Idéalement Dynatrace) dans son paramétrage technique mais aussi dans son utilisation
- Analyste applicatif : Une capacité de diagnostic et d'analyse de comportement d'applications dans un contexte hétérogène
- Culture de l'observabilité dans son ensemble (métriques, logs, tracing distribué)
- Connaitre et comprendre les architectures web, notamment les architectures JAVA EE
- Comprendre le protocole HTTP, le HTML/CSS/Javascript
- Maitrise de l'OS Linux
- Connaissances
. Outils et concepts comme grafana, prometheus, solution de logManagement (Kafka/nifi/logstash/elasticsearch/kibana)
. Open shift/Kubernetes
. Logiciels de génération de charge (Jmeter, Neoload, ..etc.)
. Les usages d'Ansible / GitHub
Il faudra pouvoir être présent sur site à Niort 2 jours par semaine. Le reste en télétravail.
Si vous êtes intéressé, envoyez-moi votre CV par mail : 
Cordialement ",2022-02-22T04:24:01.000Z,2022-02-22T04:24:01.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,79 - NIORT,46.327052,-0.466493,79191, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9584558,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/5d8c5938dc9d610db22b1066491a2c78', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",,,,,,9,Cadre,,,,,,,,,,,,,,,,,
22,9540453,Architecte Big Data H/F,"Externatic en bref :
 18 consultants (basés à Nantes, Bordeaux, Rennes, La Roche sur Yon, ...)
 + de 450 postes ouverts HORS ESN
 + de 94% de périodes d'essais validées
 + de 250 entreprises qui nous font confiance
 
 Le poste, en résumé
 Architecte Big Data H/F - CDI basée à Bruges - Télétravail partiel possible
 Environnement global : Industriel innovant et ambitieux
 Rémunération : 60/70K€ à ajuster selon profil
 
 Mission :
 L'architecte Big Data est responsable de la conception de la plate-forme de données dont il s'assure est parfaitement aligné avec les demandes et les besoins d'évolution future. Il doit garder un œil sur les dernières technologies pour s'assurer que la plateforme de données est basée sur le meilleur choix en matière de ML, AI et paysage de données.
 
 Principales activités, objectifs et indicateurs clés de performance :
 

 * Utiliser les technologies big data pour architecturer, concevoir, développer des solutions de données distribuées, tolérantes aux pannes et évolutives.
 * Traduire les besoins de l'entreprise en besoins de données correspondants.
 * Collecter et traiter des données à l'échelle à partir d'une variété de sources pour les différents besoins du projet.
 * Participer à l'identification, l'évaluation, la sélection et l'intégration des cadres et des outils de big data nécessaires à la plateforme de big data.
 * Fournir la conception et l'architecture de la plateforme big data.
 * Convertir les données structurées et non structurées en une forme adaptée au traitement.
 * Concevoir, développer et maintenir les API de données.
 * Intégrer les données provenant de diverses sources de données en utilisant des techniques de fédération / virtualisation.
 * Développer des solutions de manière indépendante sur la base d'une conception et d'une architecture de haut niveau avec un minimum de supervision.

Mais aussi :
 

 * Collaborer avec la communauté des architectes internes et veiller à ce que les meilleures pratiques architecturales de l'organisation soient respectées.
 * Contrôler régulièrement les performances de la plateforme de données et adapter l'infrastructure et les composants de la plateforme en conséquence pour garantir les meilleures performances.
 * Maintenir un haut niveau d'expertise dans les technologies de données et rester à jour sur les dernières technologies de données.
 * Créer et maintenir les documents d'architecture.
De formation supérieure en informatique, vous justifiez d'un expérience globale de plus de 8 ans dont au moins 5 en ingénierie des données à grande échelle et 3 en tant qu'architecte.
 
 Compétences techniques :
 

 * Conception et architecture de composants de plates-formes Big Data évolutives, performantes et à faible coût d'exploitation.
 * Intégration de données provenant de multiples sources de données hétérogènes et distribuées.
 * Traitement de grandes quantités de données (structurées et non structurées), de la construction de modèles de données, du nettoyage de données, de la visualisation de données et de la création de rapports.
 * Compréhension approfondie des principes de l'informatique distribuée
 * NoSQL, les bases de données graphiques, les bases de données relationnelles, les bases de données de séries chronologiques.
 * ETL, systèmes de messagerie, systèmes de traitement des flux, boîtes à outils Big Data ML, outils d'interrogation Big Data.
 * Python, JavaScript, Kafka, Spark, Kubernetes.
 * Méthodologie de développement logiciel Agile.

Comportements comportementales :
 

 * Capacité à être organisé et rigoureux.
 * Capacité à découvrir de nouvelles technologies.
 * Participation active à des projets transversaux.
 * Capacité à dialoguer avec les différentes parties prenantes.
 * Rigueur dans le traitement des données.
 * Créativité dans la création de nouvelles solutions.
 * Sens des responsabilités.
 * Anglais courant obligatoire

Le ""plus"" qui fait la différence : Avoir travaillé dans un environnement industriel et dans un contexte from scratch, plateforme de données greenfield ! ",2022-02-21T05:16:04.000Z,2022-02-21T05:16:04.000Z,M1805,Études et développement informatique,Analyste développeur / développeuse,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,33 - BORDEAUX,44.857246,-0.573697,33063,"Cabinet de recrutement Tech, la mission d'Externatic est de faciliter la rencontre entre candidats et entreprises. Nous mettons à votre disposition notre réseau et notre connaissance du marché de la Tech (étude des salaires, tendances).

Notre moteur : vous accompagner sur du long terme pour trouver le poste qui correspond à votre projet professionnel, et surtout vous proposer un accès privilégié à des opportunités CDI au sein de clients finaux uniquement (startup / édit... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9540453,"[{'nom': 'BROADBEAN', 'url': 'https://www.aplitrak.com/?adid=cnNhbmNoZXouOTM2NzQuNjcwNkBleHRlcm5hdGljLmFwbGl0cmFrLmNvbQ', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/broadbean80.png'}]",62,Programmation informatique,Externatic,"Annuel de 60000,00 Euros ï¿½ 70000,00 Euros",,9,Cadre,,,,,,,,,,,,,,,,,
23,9540308,Data scientist Confirmé H/F,"Externatic en bref :
 18 consultants (basés à Nantes, Bordeaux, Rennes, La Roche sur Yon, ...)
 + de 450 postes ouverts HORS ESN
 + de 94% de périodes d'essais validées
 + de 250 entreprises qui nous font confiance
 
 Le poste, en résumé
 Data Scientist H/F - CDI basée à Bruges - Télétravail partiel possible
 Environnement global : Industriel innovant et ambitieux
 Rémunération : 45K€ à ajuster selon profil
 
Le Data Scientist est directement chargé de l'analyse des données demandées par tout service.
 Il/elle communique également avec la communauté des Data Scientist des BU (Industriel, RH, Finance...) afin d'échanger les meilleures pratiques en termes d'analyse et d'exploitation des données pour ainsi capitaliser sur la plateforme de données mondiale de l'entreprise.

 * Comprendre les besoins et collecter les données nécessaires pour générer des informations.
 * Transformer les données dans un format approprié pour exécuter l'analyse requise.
 * Sélectionner et collecter les données nécessaires pour répondre au problème, trier et sélectionner les données nécessaires, les nettoyer et les préparer pour l'analyse, mais aussi les stocker et les classer correctement dans le référentiel Data Lake mondial de l'entreprise.
 * Créer des algorithmes et des modèles statistiques pour répondre au problème.
 * Générer des aperçus de données en utilisant les algorithmes et les modèles précédemment créés pour répondre au problème.
 * Analyser les résultats des évaluations et les rendre utilisables et accessibles dans le Data Lake global.
 * Superviser et améliorer en permanence les algorithmes et modèles statistiques existants.
 * Industrialiser le processus d'analyse des données par l'industrialisation de ces algorithmes et modèles statistiques.
 * Rendre compte des résultats de manière efficace en insistant sur la perspicacité plus que sur la technicité.
BAC + 5 avec au moins 5 ans d'expérience en Data Science avec des exemples de projets concrets et réussis. Pour ce poste il est impératif d'avoir un anglais courant.
Vous maîtrisez l'exploration et l'exploitation des données via des requêtes SQL.
 Maîtrise des outils de visualisation de données : Tableau, Qlick, PowerBI.
 Maîtrise de Python, R et des librairies ML/AI associées : numpy, pandas, scikit learn, tensorflow, matplotlib.
 Capacité à gérer un projet data (définir les objectifs, mobiliser les parties prenantes, proposer des solutions adaptées...).
 Capacité à proposer des améliorations dans le domaine des données.

 Capacité à communiquer des données complexes de manière simple et exploitable.
 Capacité à visualiser les données de la manière la plus efficace possible pour un projet ou une étude donnée.
 Compétences en matière d'analyse et de résolution de problèmes.
 Expérience de l'apprentissage automatique et de l'IA
 Familiarité avec les outils de gestion des données
 Capacité à travailler de manière indépendante et avec des membres de l'équipe issus de différents horizons.
 Excellent sens du détail
Être une force de proposition en interne afin de créer une véritable dynamique de valorisation des données. ",2022-02-21T05:15:41.000Z,2022-02-21T05:15:41.000Z,M1805,Études et développement informatique,Analyste développeur / développeuse,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,33 - BORDEAUX,44.857246,-0.573697,33063,"Cabinet de recrutement Tech, la mission d'Externatic est de faciliter la rencontre entre candidats et entreprises. Nous mettons à votre disposition notre réseau et notre connaissance du marché de la Tech (étude des salaires, tendances).

Notre moteur : vous accompagner sur du long terme pour trouver le poste qui correspond à votre projet professionnel, et surtout vous proposer un accès privilégié à des opportunités CDI au sein de clients finaux uniquement (startup / édit... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9540308,"[{'nom': 'BROADBEAN', 'url': 'https://www.aplitrak.com/?adid=cnNhbmNoZXouMDYyMzguNjcwNkBleHRlcm5hdGljLmFwbGl0cmFrLmNvbQ', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/broadbean80.png'}]",62,Programmation informatique,Externatic,"Annuel de 40000,00 Euros ï¿½ 50000,00 Euros",,9,Cadre,,,,,,,,,,,,,,,,,
24,9526793,Chef de projet/product Owner Data/Cartographie (H/F),"La Poste Groupe change, nos métiers évoluent.
Etre toujours au plus près des Français, développer la confiance dans le numérique et être acteur de la transformation écologique, c'est aussi le sens de notre métier.
Chaque jour, sur l'ensemble du territoire, nos 250 000 collaborateurs imaginent les services de demain. 
Rejoindre La Poste Groupe, c'est rejoindre une entreprise responsable !
Vous aussi, engagez-vous à nos côtés pour donner du sens à votre métier.
Au sein de l'Unité d'Affaires Efficacité Territoriale de la BU Nouveaux Services, le Chef de projet data a pour mission de  :
- Garantir la construction d'indicateurs de performance utiles aux décideurs marketing
   * Recueillir les exigences fonctionnelles et non fonctionnelles métiers
   * Décrire les logiques métiers de génération d'indicateurs pour les métiers
   * Analyser et exploiter les données à la recherche d'indicateurs de performance et concevoir les tableaux de bords
- Sourcer les données
   * Rassembler les sources de données nécessaires 
   * Obtenir des données adéquates de sources de données pertinentes et  faire des recommandations.
   * Tenir à jour un catalogue des données et des sources en assurant une veille data dans les secteurs d'activité de l'UASET
- Analyser les données 
   * Analyser les données pour traduire une problématique Métier en problèmes mathématiques/statistiques et réciproquement.
   * Organiser, étudier et synthétiser les sources de données sous forme de résultats exploitables
   * Évaluer la qualité et la richesse des données, les analyser et en restituer les résultats pour ensuite les intégrer dans le SI cible du Métier
- Participer à la définition d'une modélisation statistique réalisée par le datalake, en qualité de métier
- Garantir la qualité et la compréhension des données d'un point de vue métier Représenter l'UA SET au sein de la gouvernance data Groupe
VOS COMPETENCES
* Analyse et discernement
* Coopération et ouverture
* Orientation client et Analyse du besoin client
* Culture du changement et de l'innovation
VOS COMPETENCES TECHNIQUES 
* DATA et Intelligence artificielle
* Méthodes et outils de conduite de projet en mode Agile
* Actions d'animation, de communication et d'accompagnement
VOTRE EXPERIENCE  
* Expérience en data et IA
* Expérience en management de projets SI
Bac+3 avec au minimum 2 ans d'expériences
Bac+5 avec 1 an d'expérience
 ",2022-02-20T11:36:49.000Z,2022-02-20T11:36:49.000Z,M1703,Management et gestion de produit,Chef de produit,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),False,1,False,33 - LIBOURNE,44.921243,-0.22899,33243, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9526793,"[{'nom': 'SAP SuccessFactors', 'url': 'https://lapostegr.contactrh.com/jobs/6469/38118109', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/multiposting80.png'}]",53,Activités de poste dans le cadre d'une obligation de service universel,GROUPE LA POSTE,,,,,,,,,,,,,,,,,,,,,
25,128KFFN,Consultant(e) DATA (H/F),"GESER BEST BORDEAUX, recherche pour ses projets un/une consultant(e) DATA 

Pour nos projets en IT, nous recherchons un / une consultant(e) DATA.
Au sein d'une équipe Agile, vous êtes en charge de : 

-	Le recueil et l'analyse des besoins émis par les équipes métiers
-	La rédaction des spécifications techniques
-	La modélisation, l'analyse et le développement des applications DATA 
-	La maintenance corrective et évolutive des applications
-	Le reporting des activités 
De formation technique supérieure Bac+3 / Bac +5 en informatique, vous justifiez d'une expérience d'au moins 2 ans en tant que consultant / DATA Analyst.
Vous avez de bonnes connaissances :
-	Des outils ETL (Talend, Qliksense, Datastage ), 
-	Shell, PLSQL, Python
-	SQL, Oracle.
Vous êtes à l'écoute et possédez un bon esprit d'équipe, le sens de la rigueur et de l'analyse.

Salaire : à négocier suivant votre expérience professionnelle
CV à envoyer à :
Claire  BLANCHARD, Chargée de Recrutement.
",2022-02-18T15:53:50.000Z,2022-03-01T12:00:58.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,2 ans,False,1,False,33 - BORDEAUX,44.851895,-0.587877,33063,"La mission de Geser-Best est d'accompagner la stratégie de développement de ses clients : grands comptes, sociétés de services et industriels dans la gestion de leurs projets en apportant à chacun d'entre eux un dispositif sur mesure leur permettant d'atteindre leurs objectifs :
- Proximité géographique.
- Souplesse du mode d'accompagnement.
- Excellence des consultants sur le métier client
",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128KFFN,,71,"Ingénierie, études techniques",SOCIETE GESER BEST,"Annuel de 30000,00 Euros à 42000,00 Euros sur 12 mois",,8,Agent de maîtrise,,38H50 Horaires normaux,Temps plein,"[{'code': '109527', 'libelle': 'Adapter les outils de traitement statistique de données', 'exigence': 'S'}, {'code': '109528', 'libelle': ""Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ..."", 'exigence': 'S'}, {'code': '109529', 'libelle': 'Présenter et diffuser les résultats des études réalisées', 'exigence': 'S'}, {'code': '109542', 'libelle': 'Réaliser une étude', 'exigence': 'S'}, {'code': '122609', 'libelle': ""Définir les méthodes et les outils de traitement de l'information"", 'exigence': 'S'}]",,False,33000,https://entreprise.pole-emploi.fr/static/img/logos/u4nfgOHwnZ3teMRxd1etMlwi4DuXdYDO.png,http://www.geser-best.com,SOCIETE GESER BEST - Mme Claire BLANCHARD,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128KFFN","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128KFFN",,,,,
26,9520714,Analyste data (H/F),"Description du poste :
Rattaché(e ) au sein du service data marketing, vos principales activités seront :
- Gérer des bases de données visiteurs et exposants (création de contacts, mises à jour, etc.)
- Créer et suivre les exports/imports de données en base
- Utilisation de requêtes permettant d'interroger la base
- Assurer le contrôle de la cohérence et de la qualité des données de la base
- Être en relation avec les différents services de l'entreprise (Marketing, ADV, etc.)
- Assistance et formation auprès des utilisateurs (création des comptes, paramétrage)
Description du profil :
Bac + 2 type DUT BTS avec une 1ère expérience souhaitée dans le domaine de la gestion de données
Bonne maitrise des outils de bureautique (word, excel, powerpoint)
Bonne compréhension du fonctionnement d'une base de données
Bonnes compétences en informatique et capacité à appréhender de nouveaux logiciels
Rigueur, à l'écoute, capacité à être autonome, sens des priorités
La maitrise de l'anglais serait un plus. ",2022-02-18T16:53:00.000Z,2022-02-18T16:53:00.000Z,M1403,Études et prospectives socio-économiques,Data analyst,MIS,Mission intérimaire - 4 Mois,Contrat travail,E,Expérience exigée de 1 An(s),False,1,False,47 - CASSENEUIL,44.439431,0.627896,47049,"Le Groupe DOMINO (520 collaborateurs, 140 agences en France, Pologne, Portugal, Maroc et Suisse, 190 millions EUR de CA ) se développe depuis 20 ans sur le marché des solutions RH (intérim, recrutement, formation, conseil).
Notre activité est structurée en 3 branches : Tertiaire (DOMINO STAFF), Médico-Social (DOMINO ASSIST'M), Généraliste (DOMINO MISSIONS).
Nos valeurs sont le résultat de notre passion et de nos engagements : sens du travail collectif et satisfaction de no... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9520714,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-analyste-data-h-f-casseneuil-aquitaine-recrutement-et-placement-interim-21140029', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",78,Activités des agences de travail temporaire,,,,,,,,,,,,,,,,,,,,,,
27,128HTJQ,Développeur DATA - Qlik Sense (H/F),"GESER BEST BORDEAUX, recherche pour ses projets un/une développeur DATA - Qlik Sense (H/F)
(Lieu : Métropole Bordelaise)
Objectifs de la mission et tâches :
-	Exploiter l'outil de développement
-	Se connecter aux sources de données
-	Nettoyer, manipuler et transformer des données
-	Réaliser des corrections et des optimisations
-	Réaliser des calculs avancés (filtres, agrégations, totaux et sous-totaux...)
-	Mise en place de programmes de test
-	Mettre en place de la sécurité au niveau des données.
-	Travailler en collaboration avec tous les autres acteurs du projet

De formation technique supérieure Bac+3 / Bac +5 en informatique, vous justifiez d'une expérience d'au moins 2 ans en tant que développeur Data et vous êtes intervenu(e) sur des projets intégrant des pratiques AGILE.
Connaissances attendues : 
-	Maîtrise de l'administration QlikSense
-	Maîtrise du langage QlikSense (création et maintenance de script)
-	Connaissances en solutions de bases de données (SQL, NoSQL, Oracle )
-	Expertise sur les outils Data Visualisation 
-	Produits à valeur ajoutée Qlik: Connaitre l'écosystème des solutions Qlik Sense, ce qu'elles font, comment elles interagissent.
-	Divers systèmes d'exploitation : UNIX, Windows 
Vous êtes à l'écoute et possédez un bon esprit d'équipe, le sens de la rigueur et de l'analyse.

salaire : à négocier suivant votre expérience professionnelle",2022-02-17T16:42:11.000Z,2022-03-02T09:29:06.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,2 ans,False,1,False,33 - BORDEAUX,44.851895,-0.587877,33063,"GESER BEST INGENIERIE

Depuis 1991 GESER-BEST (11 agences en France, plus de 200 collaborateurs...) accompagne ses clients de l'ingénierie à l'assistance technique. 
Nos ingénieurs et techniciens mettent au service des entreprises leur expérience pour la conduite et la réalisation des projets.
La dimension de notre entreprise et son organisation répondent aux attentes de clients en matière de réactivité et de qualité de nos prestations.
",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128HTJQ,,71,"Ingénierie, études techniques",SOCIETE GESER BEST,"Annuel de 28000,00 Euros à 35000,00 Euros sur 12 mois",,9,Cadre,,39H Horaires normaux,Temps plein,"[{'code': '109527', 'libelle': 'Adapter les outils de traitement statistique de données', 'exigence': 'S'}, {'code': '109528', 'libelle': ""Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ..."", 'exigence': 'S'}, {'code': '109529', 'libelle': 'Présenter et diffuser les résultats des études réalisées', 'exigence': 'S'}, {'code': '109542', 'libelle': 'Réaliser une étude', 'exigence': 'S'}, {'code': '122609', 'libelle': ""Définir les méthodes et les outils de traitement de l'information"", 'exigence': 'S'}]",,False,33000,https://entreprise.pole-emploi.fr/static/img/logos/YYyTILIdzZwQUSgnLrUVYPPMXpPSXHgy.png,http://www.geser-best.com/recrutement/,SOCIETE GESER BEST - Mme Anh TRUONG,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128HTJQ","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128HTJQ",,,,,
28,9382410,Data analyst (H/F),"Description du poste :
Notre client développe une gamme de solutions logicielles et de plateforme SaaS permettant d'accompagner ses utilisateurs de la phase de conception d'un produit jusqu'à sa production et commercialisation.
Pionnière de l'IoT, elle embarque ses clients du monde entier vers des solutions connectées adossées au cloud et à des machines intelligentes.
Pour renforcer son équipe, elle recherche un(e) Ingénieur Data.
Vos missions seront les suivantes :
- Participation aux études et phases exploratoires des projets Data
- Conception et l'implémentation des solutions en gardant un haut niveau de qualité
- Amélioration continue de l'équipe (pratiques de développement, organisation d'équipe, etc)
- Recherche de la techno la plus adaptée pour garantir la sécurité, la scalabilité des solutions et l'expérience utilisateur la plus optimale
Stack technique : Scala, Kotlin, Python, Apache Spark, Apache Kafka, Apache Airflow, Azure Datalake.
Méthodo : Agile, Peer-programming, TDD.
Localisation : Bordeaux-sud
Avantages : locaux refait à neuf, CSE attractif, restaurant d'entreprise, mise à disposition d'un complexe sportif, prime intéressement, convention métallurgie
Rémunération : 40 000 à 50 000 Euros (annuel) selon profil et expérience
Description du profil :
Votre profil :
- Vous justifiez d'une expérience d'au moins 5 ans dans le développement de services web et cloud
- Vous avez l'habitude de travailler en équipe et de partager votre point de vue
- Vous faites preuve de leadership, rigueur, et de fortes capacités d'adaptation
- Vous savez structurer la donnée pour la rendre le plus facilement exploitable ",2022-02-16T16:45:59.000Z,2022-02-16T16:45:59.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,33 - BORDEAUX,44.851895,-0.587877,33063,"Seyos est un cabinet de recrutement spécialisé dans les métiers de l'IT. Nous intervenons au niveau national et proposons aux candidats des opportunités professionnelles au sein d'éditeurs de logiciels, DSI d'entreprises (clients finaux), startups, acteurs E-commerce. En 8 années d'existence, plus de 1 000 professionnels de l'IT et du Digital ont déjà été recrutés par l'intermédiaire de Seyos au sein de 300 entreprises. ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9382410,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-data-analyst-h-f-bordeaux-aquitaine-esn-editeurs-de-logiciel-services-informatiques-cdi-21189187', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,,,,,,,,,,,,,,,,,,,,,,,
